"FilePath","FileName","CurrentVersion","CorrectVersion","IsStub","MissingFM","MissingContent","HasV21","HasV30","HasV31","HasV4","NeedsUpdate"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-016 - Abstraction.md","CSF-016 - Abstraction.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-017 - Synchronous vs Asynchronous.md","CSF-017 - Synchronous vs Asynchronous.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-018 - Concurrency vs Parallelism.md","CSF-018 - Concurrency vs Parallelism.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-019 - Variables, Types, and Scope.md","CSF-019 - Variables, Types, and Scope.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-020 - Control Flow (if, loops, switch).md","CSF-020 - Control Flow (if, loops, switch).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-021 - Functions and Procedures.md","CSF-021 - Functions and Procedures.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-022 - Error vs Exception.md","CSF-022 - Error vs Exception.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-023 - Stack vs Heap Memory.md","CSF-023 - Stack vs Heap Memory.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-024 - Encapsulation.md","CSF-024 - Encapsulation.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-025 - Polymorphism.md","CSF-025 - Polymorphism.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-026 - Inheritance.md","CSF-026 - Inheritance.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-027 - Composition over Inheritance.md","CSF-027 - Composition over Inheritance.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-028 - Recursion.md","CSF-028 - Recursion.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-029 - First-Class Functions.md","CSF-029 - First-Class Functions.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-030 - Higher-Order Functions.md","CSF-030 - Higher-Order Functions.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-031 - Side Effects.md","CSF-031 - Side Effects.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-032 - Idempotency.md","CSF-032 - Idempotency.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-033 - Closures.md","CSF-033 - Closures.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-034 - Immutability.md","CSF-034 - Immutability.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-035 - Null Safety and Null Anti-Pattern.md","CSF-035 - Null Safety and Null Anti-Pattern.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-036 - Exception Handling Patterns.md","CSF-036 - Exception Handling Patterns.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-037 - Modules and Packages.md","CSF-037 - Modules and Packages.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-038 - Interfaces vs Abstract Classes.md","CSF-038 - Interfaces vs Abstract Classes.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-039 - Generics and Parametric Polymorphism.md","CSF-039 - Generics and Parametric Polymorphism.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-040 - Pattern Matching.md","CSF-040 - Pattern Matching.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-041 - Reactive Programming.md","CSF-041 - Reactive Programming.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-042 - Aspect-Oriented Programming.md","CSF-042 - Aspect-Oriented Programming.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-043 - Metaprogramming.md","CSF-043 - Metaprogramming.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-044 - Tail Recursion.md","CSF-044 - Tail Recursion.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-045 - Referential Transparency.md","CSF-045 - Referential Transparency.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-046 - Algebraic Data Types (ADTs).md","CSF-046 - Algebraic Data Types (ADTs).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-047 - Monads and Functors.md","CSF-047 - Monads and Functors.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-048 - Continuation-Passing Style (CPS).md","CSF-048 - Continuation-Passing Style (CPS).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-049 - Memory Leak Detection and Tooling.md","CSF-049 - Memory Leak Detection and Tooling.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-050 - Garbage Collection Algorithms Overview.md","CSF-050 - Garbage Collection Algorithms Overview.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-051 - Type Inference.md","CSF-051 - Type Inference.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-052 - Structural vs Nominal Typing.md","CSF-052 - Structural vs Nominal Typing.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-053 - Concurrency Anti-Patterns (Shared State).md","CSF-053 - Concurrency Anti-Patterns (Shared State).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-054 - Testing Paradigms for CS Concepts.md","CSF-054 - Testing Paradigms for CS Concepts.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-055 - Language Performance Trade-offs.md","CSF-055 - Language Performance Trade-offs.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-056 - Turing Completeness.md","CSF-056 - Turing Completeness.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-057 - Memory Safety Vulnerabilities in Lang Design.md","CSF-057 - Memory Safety Vulnerabilities in Lang Design.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-058 - JIT vs AOT Compilation Deep Dive.md","CSF-058 - JIT vs AOT Compilation Deep Dive.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-059 - GC Pause Analysis and Production Impact.md","CSF-059 - GC Pause Analysis and Production Impact.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-060 - Concurrency Models Compared (Actor, CSP, STM).md","CSF-060 - Concurrency Models Compared (Actor, CSP, STM).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-061 - Undefined Behaviour in Language Specs.md","CSF-061 - Undefined Behaviour in Language Specs.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-062 - Language Runtime Internals.md","CSF-062 - Language Runtime Internals.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-063 - Therac-25 Incident (1985) - Software Fails.md","CSF-063 - Therac-25 Incident (1985) - Software Fails.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-064 - Ariane 5 Overflow Bug (1996).md","CSF-064 - Ariane 5 Overflow Bug (1996).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-065 - Dependency Hell and Package Management.md","CSF-065 - Dependency Hell and Package Management.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-066 - Polyglot Architecture Strategy.md","CSF-066 - Polyglot Architecture Strategy.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-067 - Language Evaluation Framework.md","CSF-067 - Language Evaluation Framework.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-068 - Paradigm Migration Strategy (OOP → FP).md","CSF-068 - Paradigm Migration Strategy (OOP → FP).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-069 - Type System Design for Large Codebases.md","CSF-069 - Type System Design for Large Codebases.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-070 - CompilerRuntime Selection at Scale.md","CSF-070 - CompilerRuntime Selection at Scale.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-071 - Church-Turing Thesis.md","CSF-071 - Church-Turing Thesis.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-072 - Lambda Calculus.md","CSF-072 - Lambda Calculus.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-073 - Curry-Howard Correspondence.md","CSF-073 - Curry-Howard Correspondence.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-074 - Category Theory for Programmers.md","CSF-074 - Category Theory for Programmers.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-075 - Formal Semantics (Denotational, Operational).md","CSF-075 - Formal Semantics (Denotational, Operational).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-076 - Type Theory (System F, HM Inference).md","CSF-076 - Type Theory (System F, HM Inference).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-077 - Language Design Rationale (Rust, Go, Kotlin).md","CSF-077 - Language Design Rationale (Rust, Go, Kotlin).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-078 - Paradigm-Agnostic Thinking.md","CSF-078 - Paradigm-Agnostic Thinking.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-079 - Trade-off Framing (Any Language Choice).md","CSF-079 - Trade-off Framing (Any Language Choice).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\CSF-cs-fundamentals\CSF-080 - First-Principles Language Selection.md","CSF-080 - First-Principles Language Selection.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-001 - Why Data Structures and Algorithms Matter.md","DSA-001 - Why Data Structures and Algorithms Matter.md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-002 - The Problem of Efficiency.md","DSA-002 - The Problem of Efficiency.md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-003 - DSA in Real Systems - Where They Appear.md","DSA-003 - DSA in Real Systems - Where They Appear.md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-004 - How to Think About Problems Algorithmically.md","DSA-004 - How to Think About Problems Algorithmically.md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-005 - The DSA Ecosystem Map (LeetCode, Competitions).md","DSA-005 - The DSA Ecosystem Map (LeetCode, Competitions).md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-006 - Time Complexity Big-O.md","DSA-006 - Time Complexity Big-O.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-007 - Space Complexity.md","DSA-007 - Space Complexity.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-008 - Array.md","DSA-008 - Array.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-009 - LinkedList.md","DSA-009 - LinkedList.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-010 - Stack.md","DSA-010 - Stack.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-011 - Queue Deque.md","DSA-011 - Queue Deque.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-012 - HashMap.md","DSA-012 - HashMap.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-013 - Graph.md","DSA-013 - Graph.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-014 - Tree (Binary Tree Basics).md","DSA-014 - Tree (Binary Tree Basics).md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-015 - Recursion and Base Cases.md","DSA-015 - Recursion and Base Cases.md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-016 - Iteration vs Recursion.md","DSA-016 - Iteration vs Recursion.md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-017 - Sorting - Why It Matters.md","DSA-017 - Sorting - Why It Matters.md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-018 - Searching - Linear vs Binary.md","DSA-018 - Searching - Linear vs Binary.md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-019 - TreeMap.md","DSA-019 - TreeMap.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-020 - Heap (Min-Max).md","DSA-020 - Heap (Min-Max).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-021 - Priority Queue.md","DSA-021 - Priority Queue.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-022 - Trie.md","DSA-022 - Trie.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-023 - LRU Cache.md","DSA-023 - LRU Cache.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-024 - Binary Search.md","DSA-024 - Binary Search.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-025 - Quicksort.md","DSA-025 - Quicksort.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-026 - Mergesort.md","DSA-026 - Mergesort.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-027 - BFS.md","DSA-027 - BFS.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-028 - DFS.md","DSA-028 - DFS.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-029 - Two Pointer.md","DSA-029 - Two Pointer.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-030 - Sliding Window.md","DSA-030 - Sliding Window.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-031 - Memoization.md","DSA-031 - Memoization.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-032 - Bit Manipulation.md","DSA-032 - Bit Manipulation.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-033 - Prefix Sum and Difference Array.md","DSA-033 - Prefix Sum and Difference Array.md","1","1","False","permalink","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-034 - Common Coding Anti-Patterns.md","DSA-034 - Common Coding Anti-Patterns.md","0","0","True","","The Problem This Solves,Understand It in 30 Seconds...","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-035 - Amortized Analysis.md","DSA-035 - Amortized Analysis.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-036 - Divide and Conquer.md","DSA-036 - Divide and Conquer.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-037 - Greedy Algorithm.md","DSA-037 - Greedy Algorithm.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-038 - Dynamic Programming.md","DSA-038 - Dynamic Programming.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-039 - Tabulation (Bottom-Up DP).md","DSA-039 - Tabulation (Bottom-Up DP).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-040 - Backtracking.md","DSA-040 - Backtracking.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-041 - Topological Sort.md","DSA-041 - Topological Sort.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-042 - Dijkstra.md","DSA-042 - Dijkstra.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-043 - Union-Find (Disjoint Set).md","DSA-043 - Union-Find (Disjoint Set).md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-044 - Timsort.md","DSA-044 - Timsort.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-045 - Heapsort.md","DSA-045 - Heapsort.md","2","2","False","","","False","False","False","False","NO"
"C:\ASK\MyWorkspace\sk-keys\dictionary\tier-1-foundations\DSA-data-structures\DSA-046 - Radix Sort.md","DSA-046 - Radix Sort.md","2","2","False","","","False","False","False","False","NO"
